id,quran_ayas_id,quran_ayas_languages_code,number,text
ENAA188,QA188,ENAA,188,"And any one who changes the will, having heard it, shall be guilty and accountable; for God hears all and knows everything."
ENAA189,QA189,ENAA,189,"He who suspects wrong or partiality on the part of the testator and brings about a settlement, does not incure any guilt, for God is verily forgiving and merciful."
ENAA190,QA190,ENAA,190,"O believers, fasting is enjoined on you as it was on those before you, so that you might become righteous."
ENAA191,QA191,ENAA,191,"Fast a (fixed) number of days, but if someone is ill or is travelling (he should complete) the number of days (he had missed); and those who find it hard to fast should expiate by feeding a poor person. For the good they do with a little hardship is better for men. And if you fast it is good for you, if you knew."
ENAA192,QA192,ENAA,192,"Ramadan is the month in which the Qur'an was revealed as guidance to man and clear proof of the guidance, and criterion (of falsehood and truth). So when you see the new moon you should fast the whole month; but a person who is ill or travelling (and fails to do so) should fast on other days, as God wishes ease and not hardship for you, so that you complete the (fixed) number (of fasts), and give glory to God for the guidance, and be grateful."
ENAA193,QA193,ENAA,193,"When My devotees enquire of you about Me, I am near, and answer the call of every supplicant when he calls. It behoves them to hearken to Me and believe in Me that they may follow the right path."
ENAA194,QA194,ENAA,194,"You are allowed to sleep with your wives on the nights of the fast: They are your dress as you are theirs. God is aware you were cheating yourselves, so He turned to you and pardoned you. So now you may have intercourse with them, and seek what God has ordained for you. Eat and drink until the white thread of dawn appears clear from the dark line, then fast until the night falls; and abstain from your wives (when you have decided) to stay in the mosques for assiduous devotion. These are the bounds fixed by God, so keep well within them. So does God make His signs clear to men that they may take heed for themselves."
ENAA195,QA195,ENAA,195,"And do not consume each other's wealth in vain, nor offer it to men in authority with intent of usurping unlawfully and knowingly a part of the wealth of others."
ENAA196,QA196,ENAA,196,"They ask you of the new moons. Say: ""These are periods set for men (to reckon) time, and for pilgrimage."" Piety does not lie in entering the house through the back door, for the pious man is he who follows the straight path. Enter the house through the main gate, and obey God. You may haply find success."
ENAA197,QA197,ENAA,197,"Fight those in the way of God who fight you, but do not be aggressive: God does not like aggressors."
ENAA198,QA198,ENAA,198,"And fight those (who fight you) wheresoever you find them, and expel them from the place they had turned you out from. Oppression is worse than killing. Do not fight them by the Holy Mosque unless they fight you there. If they do, then slay them: Such is the requital for unbelievers."
ENAA199,QA199,ENAA,199,"But if they desist, God is forgiving and kind."
ENAA200,QA200,ENAA,200,"Fight them till sedition comes to end, and the law of God (prevails). If they desist, then cease to be hostile, except against those who oppress."
ENAA201,QA201,ENAA,201,"(Fighting during) the holy month (if the sanctity) of the holy month (is violated) is (just) retribution. So if you are oppressed, oppress those who oppress you to the same degree, and fear God, and know that God is with those who are pious and follow the right path."
ENAA202,QA202,ENAA,202,"Spend in the way of God, and do not seek destruction at your own hands. So do good for God loves those who do good."
ENAA203,QA203,ENAA,203,"Perform the pilgrimage and holy visit ('Umra, to Makkah) in the service of God. But if you are prevented, send an offering which you can afford as sacrifice, and do not shave your heads until the offering has reached the place of sacrifice. But if you are sick or have ailment of the scalp (preventing the shaving of hair), then offer expiation by fasting or else giving alms or a sacrificial offering. When you have security, then those of you who wish to perform the holy visit along with the pilgrimage, should make a sacrifice according to their means. But he who has nothing, should fast for three days during the pilgrimage and seven on return, completing ten. This applies to him whose family does not live near the Holy Mosque. Have fear of God, and remember that God is severe in punishment."
ENAA204,QA204,ENAA,204,"Known are the months of pilgrimage. If one resolves to perform the pilgrimage in these months, let him not indulge in concupiscence, sin or quarrel. And the good you do shall be known to God. Provide for the journey, and the best of provisions is piety. O men of understanding, obey Me."
ENAA205,QA205,ENAA,205,"It is no sin to seek the favours of your Lord (by trading). When you start from 'Arafat in a concourse, remember God at the monument that is sacred (al-Mash'ar al-haram), and remember Him as He has shown you the way, for in the olden days you we're a people astray."
ENAA206,QA206,ENAA,206,"Then move with the crowd impetuously, and pray God to forgive you your sins. God is surely forgiving and kind."
ENAA207,QA207,ENAA,207,"When you have finished the rites and ceremonies, remember God as you do your fathers, in fact with a greater devotion. There are some who say: ""Give us, O Lord, in the world;"" but they will forego their share in the life to come."
ENAA208,QA208,ENAA,208,"But some there are who pray: ""Give us of good in the world, O Lord, and give us of good in the life to come, and suffer us not to suffer the torment of Hell."""
ENAA209,QA209,ENAA,209,They are those who will surely have their share of whatsoever they have earned; for God is swift at the reckoning.
ENAA210,QA210,ENAA,210,"Remember God during the stated days; but if a person comes away after two days, it will not be a sin; and if one tarries, he will not transgress, if he keep away from evil. Follow the law of God, and remember that you will have to gather before Him in the end."
ENAA211,QA211,ENAA,211,"There is a man who talks well of the world to your pleasing, and makes God witness to what is in his heart, yet he is the most contentious;"
ENAA212,QA212,ENAA,212,"For when his back is turned he goes about spreading disorder in the land, destroying fields and flocks; but God does not love disorder."
ENAA213,QA213,ENAA,213,"Whenever he is told: ""Obey God,"" his arrogance leads him to more sin; and sufficient for him shall be Hell: How evil a place of wide expanse!"
ENAA214,QA214,ENAA,214,And there is a man who is willing to sell even his soul to win the favour of God; and God is compassionate to His creatures.
ENAA215,QA215,ENAA,215,"O believers, come to full submission to God. Do not follow in the footsteps of Satan your acknowledged foe."
ENAA216,QA216,ENAA,216,"If you falter even after Our signs have reached you, then do not forget that God is all-powerful and all-wise."
ENAA217,QA217,ENAA,217,"Are they waiting for God to appear in the balconies of clouds with a host of angels, and the matter to be settled? But all things rest with God in the end."
ENAA218,QA218,ENAA,218,"Ask the children of Israel how many a clear sign We had given them. But if one changes the favour of God after having received it, then remember, God is severe in revenge."
ENAA219,QA219,ENAA,219,"Enamoured are the unbelievers of the life of this world, and scoff at the faithful. But those who keep from evil and follow the straight path will have a higher place than they on the Day of Reckoning; for God gives in measure without number whomsoever He will."
ENAA220,QA220,ENAA,220,"Men belonged to a single community, and God sent them messengers to give them happy tidings and warnings, and sent the Book with them containing the truth to judge between them in matters of dispute; but only those who received it differed after receiving clear proofs, on account of waywardness (and jealousies) among them. Then God by His dispensation showed those who believed the way to the truth about which they were differing; for God shows whom He please the path that is straight."
